id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
6511,M,0.875,0.6625,0.2,5.5848515,2.2963095,0.9922325,1.70097,10.0
6512,F,0.9375,0.7,0.275,6.8889285,2.6932025,1.20485375,2.4097075,12.0
6513,I,0.9,0.6625,0.2,6.19436575,2.721552,1.0489315,1.8427175,6.0
6514,I,1.3875,1.1,0.35,24.777463,12.1052365,2.9766975,6.520385,10.0
6515,F,1.425,1.175,0.3875,26.2232875,11.0846545,5.3013565,7.087375,8.0
6516,I,1.0625,0.8625,0.25,9.2135875,4.35164825,2.83495,3.40194,7.0
6517,I,1.3,1.05,0.4,18.71067,8.0796075,4.025629,5.386405,9.0
6518,M,1.5875,1.25,0.4375,39.41997975,14.2597985,8.94426725,11.056305,15.0
6519,F,1.325,1.0375,0.375,24.8058125,8.278054,5.0745605,7.7961125,12.0
6520,I,1.05,0.8125,0.25,9.07184,3.44446425,1.814368,2.9766975,9.0
6521,F,1.6125,1.225,0.425,33.06969175,14.685041,7.18659825,9.7805775,9.0
6522,I,1.2375,0.9625,0.3375,17.95940825,8.03708325,3.52951275,6.23689,11.0
6523,I,1.4125,1.0625,0.4125,25.798045,7.711064,4.479221,9.07184,16.0
6524,F,1.3,1.0,0.4,20.70930975,7.9095105,5.0745605,7.37087,11.0
6525,I,1.1875,0.9375,0.3125,16.839603,8.94426725,3.572037,5.10291,8.0
6526,F,1.3875,1.0625,0.3625,28.67551925,12.06271225,6.974174,7.2291225,10.0
6527,M,1.55,1.2,0.4375,31.6096925,13.664459,6.4353365,9.355335,19.0
6528,I,0.8375,0.6,0.2,4.762716,1.77184375,0.8788345,1.530873,6.0
6529,M,1.5125,1.2,0.3875,30.09299425,12.48795475,6.3786375,10.602713,13.0
6530,M,1.4375,1.125,0.35,24.323871,10.2341695,4.40834725,7.55514175,10.0
6531,M,1.5625,1.2125,0.3375,34.8415355,14.04717725,8.221355,10.6310625,10.0
6532,M,1.4625,1.1375,0.375,28.0943545,11.6516445,5.783298,8.50485,11.0
6533,F,1.6125,1.2875,0.475,32.375129,13.154168,7.0023265,9.07184,11.0
6534,F,1.3375,1.05,0.3625,23.7285315,7.72523875,5.79747275,6.23689,12.0
6535,M,1.5875,1.25,0.4375,34.99745775,14.33067225,7.24329725,9.4970825,11.0
6536,M,1.2375,1.0,0.3125,18.71067,7.5693165,3.912231,5.6699,10.0
6537,M,1.55,1.2125,0.4375,33.849303,15.57805025,7.35669525,8.788345,10.0
6538,M,1.3375,1.0875,0.4625,28.05183025,10.44679075,7.04485075,9.355335,15.0
6539,I,1.1,0.85,0.25,11.0279555,4.91863825,2.2963095,3.5436875,7.0
6540,M,1.5,1.175,0.4625,31.00017825,11.4248485,7.52679225,7.5126175,9.0
6541,M,1.5625,1.225,0.4625,37.03862175,18.9091165,7.427569,10.0640725,10.0
6542,I,0.8875,0.675,0.1875,5.556502,2.16873675,1.06310625,1.70097,5.0
6543,F,1.525,1.175,0.425,34.5013415,16.45688475,6.80388,8.278054,9.0
6544,M,1.675,1.375,0.4875,46.42230625,16.68368075,10.70193625,17.0097,20.0
6545,I,1.025,0.775,0.2875,10.262519,4.46504625,2.324659,2.9766975,7.0
6546,F,1.625,1.2625,0.4375,37.42134,21.262125,7.3992195,11.056305,9.0
6547,M,1.4375,1.1125,0.375,28.7180435,12.79979925,5.9817445,8.221355,9.0
6548,I,0.85,0.6375,0.1875,5.31553125,2.9766975,1.26155275,1.8427175,6.0
6549,M,1.5125,1.175,0.45,32.7436725,14.04717725,6.690482,7.7961125,11.0
6550,M,1.75,1.3125,0.475,49.34230475,17.53416575,9.412034,16.44271,16.0
6551,M,1.175,0.9125,0.3375,13.9196045,5.839997,2.84912475,4.3941725,10.0
6552,M,1.2375,1.0,0.3125,15.3370795,6.73300625,3.50116325,4.3941725,8.0
6553,M,1.475,1.15,0.4125,25.51455,10.81533425,5.2446575,6.6621325,12.0
6554,M,1.4625,1.125,0.3375,29.8520235,12.3320325,7.41339425,7.087375,13.0
6555,M,1.525,1.2,0.4,34.9549335,15.77649675,7.2858215,8.7599955,10.0
6556,F,1.625,1.3125,0.475,42.51007525,17.50581625,11.60912025,11.1980525,14.0
6557,F,1.1,0.8625,0.3,11.679994,3.86970675,1.7860185,3.685435,15.0
6558,M,1.5625,1.2125,0.4375,34.8415355,14.5432935,7.66853975,10.489315,15.0
6559,M,1.575,1.2125,0.45,38.14425225,17.293195,6.25106475,10.77281,10.0
6560,I,1.3625,1.1,0.4125,22.66542525,9.87980075,5.74077375,6.917278,10.0
6561,M,1.2,0.875,0.3,16.669506,6.73300625,4.1673765,5.386405,8.0
6562,M,1.1625,0.9,0.275,16.40018575,11.623295,2.721552,3.96893,7.0
6563,M,1.6,1.25,0.4125,35.76289425,17.90270925,7.0023265,8.788345,11.0
6564,F,1.625,1.25,0.45,36.61337925,16.839603,8.448151,10.489315,10.0
6565,F,1.6125,1.2375,0.4125,35.5786225,18.0019325,8.221355,9.4970825,10.0
6566,F,1.125,0.875,0.325,12.54465375,5.443104,2.90582375,3.8271825,9.0
6567,M,1.4375,1.1125,0.325,24.50814275,11.8217415,5.71242425,6.80388,8.0
6568,F,1.45,1.05,0.375,26.09571475,11.1413535,4.7343665,6.0951425,9.0
6569,F,1.3375,0.9875,0.3,14.004653,6.180191,3.98310475,3.98310475,8.0
6570,M,1.5,1.175,0.425,26.63435525,10.21999475,5.54232725,8.788345,14.0
6571,I,1.3,1.0625,0.3,21.1203775,9.07184,4.4508715,5.2446575,9.0
6572,I,0.6375,0.4875,0.1625,2.721552,1.0489315,0.5953395,0.7087375,5.0
6573,M,1.425,1.0875,0.375,27.37144225,12.6155275,5.40057975,7.087375,8.0
6574,I,1.1875,0.9375,0.3,11.2547515,4.7343665,2.67902775,3.98310475,8.0
6575,M,1.6,1.225,0.4125,31.6096925,14.4298955,7.78193775,8.6465975,9.0
6576,I,0.875,0.6375,0.2125,5.6699,2.0695135,1.17650425,1.70097,5.0
6577,F,1.6375,1.2875,0.5,38.55532,13.6361095,7.4559185,12.190285,12.0
6578,F,1.375,1.025,0.3125,19.43358225,8.3064035,3.98310475,5.9250455,10.0
6579,I,0.95,0.6875,0.2375,7.144074,3.005047,1.4458245,2.26796,8.0
6580,I,1.2875,0.9875,0.3125,16.31513725,7.49844275,3.98310475,4.6776675,9.0
6581,F,1.65,1.2625,0.4125,39.19318375,19.220961,7.654365,10.886208,11.0
6582,I,1.25,0.95,0.3125,15.2236815,7.8528115,3.89805625,5.10291,8.0
6583,F,1.525,1.1875,0.375,32.95629375,14.04717725,8.618248,8.448151,10.0
6584,F,1.7625,1.4125,0.475,52.7017205,17.1514475,10.3475675,15.5071765,14.0
6585,F,1.325,1.0125,0.325,18.58309725,7.47009325,4.86193925,5.2446575,10.0
6586,F,1.55,1.25,0.4375,34.699788,13.53688625,8.63242275,8.9300925,10.0
6587,M,1.575,1.175,0.4125,33.26813825,15.081934,7.98038425,8.74582075,10.0
6588,F,1.5,1.1875,0.375,28.2644515,11.283101,5.556502,9.2135875,16.0
6589,M,1.1625,0.875,0.3125,13.777857,4.69184225,2.70737725,4.6776675,9.0
6590,I,1.225,0.925,0.2875,16.4710595,6.98815175,2.67902775,3.9972795,7.0
6591,I,0.9625,0.7125,0.225,6.70465675,2.70737725,1.43164975,1.984465,6.0
6592,M,1.5,1.1875,0.3875,33.86347775,17.93105875,6.917278,7.72523875,10.0
6593,M,1.6625,1.2875,0.3875,35.50774875,14.67086625,8.60407325,9.6671795,10.0
6594,M,1.3125,1.0125,0.325,20.05727125,8.29222875,4.309124,6.9456275,10.0
6595,I,0.8375,0.625,0.225,4.7343665,2.19708625,0.907184,1.360776,7.0
6596,F,1.5375,1.175,0.375,29.44095575,12.23280925,6.44951125,9.7805775,9.0
6597,F,1.5875,1.2125,0.3875,36.58502975,17.61921425,7.3425205,9.4970825,10.0
6598,M,1.2125,0.925,0.3125,14.10387625,6.6054335,2.73572675,5.10291,12.0
6599,F,1.525,1.175,0.4625,31.79396425,12.60135275,7.824462,9.2135875,11.0
6600,I,0.85,0.6625,0.2125,5.1879585,2.19708625,0.72291225,1.70097,8.0
6601,F,1.375,1.0625,0.325,27.45649075,13.891255,5.10291,6.3786375,8.0
6602,I,1.475,1.1125,0.375,23.24659,10.77281,4.1106775,6.2085405,8.0
6603,F,1.5625,1.1875,0.4375,30.03629525,13.11164375,5.96756975,9.2135875,10.0
6604,M,1.5375,1.2125,0.4,29.29920825,12.68640125,7.427569,8.0796075,10.0
6605,I,0.9625,0.725,0.25,7.824462,3.3735905,1.68679525,2.4097075,7.0
6606,M,1.575,1.2375,0.45,35.62114675,15.09610875,8.391452,9.185238,11.0
6607,M,1.45,1.1625,0.4,29.69610125,11.4815475,6.22271525,8.788345,13.0
6608,F,1.5625,1.25,0.425,33.46658475,13.62193475,7.86698625,10.0640725,11.0
6609,I,0.925,0.7,0.2,7.27164675,3.458639,1.51669825,1.8427175,6.0
6610,I,1.1125,0.8125,0.25,11.09882925,4.83358975,2.2963095,3.685435,8.0
6611,F,1.2125,0.95,0.3125,14.67086625,5.65572525,2.721552,5.2446575,14.0
6612,M,1.3625,1.075,0.3625,23.019794,8.77417025,5.20213325,6.80388,19.0
6613,M,1.4375,1.15,0.4125,26.9036755,11.736693,6.066793,8.6465975,9.0
6614,M,1.5125,1.225,0.475,32.4601775,12.40290625,6.98815175,11.3398,10.0
6615,M,1.675,1.35,0.475,38.3001745,17.08057375,7.47009325,11.90679,18.0
6616,F,1.325,1.0375,0.325,19.17843675,8.561549,3.345241,6.33611325,10.0
6617,I,1.35,1.0375,0.3375,20.41164,9.39785925,4.7343665,5.386405,9.0
6618,M,1.4,1.1125,0.325,25.51455,11.169703,5.06038575,7.37087,11.0
6619,I,0.9625,0.75,0.2375,7.9095105,3.2601925,1.6726205,2.1829115,7.0
6620,M,1.5625,1.225,0.4125,34.79901125,14.84096325,7.15824875,10.092422,10.0
6621,I,1.2625,0.9625,0.3625,17.349894,8.2497045,2.9766975,4.252425,8.0
6622,F,1.4625,1.05,0.3875,23.79940525,11.736693,5.17378375,5.953395,11.0
6623,I,1.0375,0.7875,0.225,9.8372765,4.63514325,1.9561155,2.721552,8.0
6624,F,1.55,1.2125,0.375,31.5529935,15.15280775,6.577084,7.93786,8.0
6625,I,1.125,0.85,0.2875,12.94154675,4.18155125,2.50893075,3.40194,7.0
6626,M,1.2,0.875,0.3125,16.34348675,5.96756975,3.72795925,4.9611625,14.0
6627,I,1.1875,0.975,0.3125,15.74814725,6.27941425,3.27436725,4.6776675,11.0
6628,M,1.475,1.1875,0.4375,30.51823675,12.8423235,6.066793,9.2135875,11.0
6629,I,0.975,0.725,0.2125,7.55514175,3.2601925,1.7293195,1.71514475,6.0
6630,M,1.6875,1.325,0.4375,43.02036625,17.4349425,11.63746975,11.7650425,10.0
6631,F,1.425,1.1125,0.4,26.64853,8.845044,5.62737575,8.3631025,10.0
6632,M,1.3875,1.1375,0.4125,26.80445225,11.113004,4.479221,9.355335,12.0
6633,F,1.25,0.9625,0.3125,15.52135125,7.994559,3.27436725,4.819415,8.0
6634,F,1.525,1.225,0.4125,31.53881875,13.60776,6.747181,9.63883,12.0
6635,F,1.4125,1.0875,0.325,24.153774,11.8217415,5.40057975,6.80388,9.0
6636,I,1.375,1.075,0.35,24.87668625,12.0485375,4.3374735,6.80388,8.0
6637,I,1.175,0.8625,0.3125,14.2030995,5.2446575,2.3530085,4.3941725,14.0
6638,F,1.55,1.2125,0.3875,33.83512825,15.1669825,7.72523875,9.525432,11.0
6639,I,0.8875,0.65,0.2125,6.39281225,2.9766975,1.40330025,2.4097075,7.0
6640,M,1.05,0.775,0.225,8.12213175,3.685435,1.88524175,2.4097075,7.0
6641,I,1.375,1.0625,0.3625,19.447757,7.9095105,5.0745605,6.5487345,11.0
6642,M,1.4125,1.125,0.3625,24.834162,10.5176645,5.0745605,7.7961125,10.0
6643,F,1.3625,1.075,0.35,23.85610425,9.99319875,4.479221,6.7755305,11.0
6644,M,1.5625,1.225,0.3875,33.89182725,14.7133905,5.8683465,7.7961125,10.0
6645,M,1.65,1.2875,0.475,43.0628905,18.9091165,9.6671795,11.1980525,12.0
6646,F,1.4125,1.1125,0.35,28.2644515,12.06271225,4.89028875,7.7961125,11.0
6647,M,0.625,0.475,0.1625,2.16873675,0.75126175,0.43941725,0.56699,5.0
6648,F,1.6125,1.3125,0.5375,45.60017075,13.267566,8.03708325,16.44271,14.0
6649,M,1.4875,1.175,0.375,29.596878,11.113004,7.824462,8.9300925,13.0
6650,F,1.3125,1.0625,0.3875,21.72989175,8.8733935,4.46504625,6.6621325,9.0
6651,F,1.4125,1.125,0.3625,25.51455,10.489315,6.22271525,7.2291225,11.0
6652,M,1.475,1.175,0.4,28.689694,14.13222575,6.7188315,6.9456275,8.0
6653,M,1.5,1.15,0.4,29.27085875,13.834556,6.350288,8.50485,11.0
6654,I,1.15,0.9125,0.275,14.571643,6.73300625,2.99087225,4.3941725,8.0
6655,F,0.9625,0.7375,0.2375,7.144074,2.67902775,1.82854275,2.4097075,10.0
6656,M,1.5125,1.125,0.375,33.622507,17.08057375,5.726599,8.3631025,9.0
6657,I,1.175,0.9125,0.3375,14.07552675,5.386405,2.36718325,4.9611625,10.0
6658,F,1.725,1.375,0.45,49.5265765,23.6151335,10.9712565,13.891255,10.0
6659,I,0.4,0.3125,0.2,0.75126175,0.2551455,0.15592225,0.1417475,4.0
6660,I,1.4125,1.125,0.3125,24.1821235,12.94154675,4.83358975,5.10291,8.0
6661,F,1.35,1.0625,0.35,27.91008275,12.417081,5.8683465,7.2291225,10.0
6662,M,1.525,1.2125,0.4,29.596878,9.6671795,6.23689,8.164656,11.0
6663,M,1.4375,1.1125,0.325,26.43590875,12.927372,5.10291,7.5126175,9.0
6664,M,1.2125,0.925,0.2625,15.6772735,7.087375,3.27436725,4.819415,10.0
6665,F,1.1875,0.9,0.275,13.664459,5.57067675,2.8066005,4.53592,8.0
6666,M,1.25,0.9625,0.3125,22.75047375,9.17106325,4.57844425,5.2446575,8.0
6667,M,1.525,1.2125,0.4375,29.18581025,11.49572225,5.91087075,9.07184,14.0
6668,I,0.95,0.725,0.25,7.93786,3.16096925,1.8427175,2.1262125,7.0
6669,M,1.6125,1.225,0.4375,34.45881725,13.79203175,7.10154975,9.7805775,11.0
6670,I,0.7375,0.5875,0.175,3.4302895,1.0489315,0.83631025,1.13398,5.0
6671,I,1.225,0.95,0.35,17.02387475,6.08096775,4.025629,5.2446575,10.0
6672,M,1.4375,1.15,0.375,28.8314415,14.78426425,5.6982495,7.654365,10.0
6673,F,1.45,1.1125,0.375,27.91008275,11.8784405,7.89533575,7.37087,11.0
6674,I,1.175,0.9125,0.3125,16.9246515,6.4920355,3.7137845,4.9611625,9.0
6675,I,1.1875,0.9125,0.3,15.5071765,6.16601625,3.061746,4.819415,10.0
6676,M,1.3625,1.0875,0.35,22.80717275,8.37727725,5.216308,6.0384435,10.0
6677,M,1.225,0.975,0.3,18.46969925,6.81805475,3.64291075,6.0951425,14.0
6678,M,1.4875,1.15,0.375,26.818627,12.94154675,5.386405,7.1157245,8.0
6679,M,0.6375,0.4625,0.15,1.077281,0.737087,0.510291,0.69456275,5.0
6680,M,1.325,1.0375,0.375,24.42309425,9.87980075,5.8683465,6.80388,12.0
6681,I,1.1,0.85,0.3,10.33339275,4.46504625,2.25378525,2.6932025,7.0
6682,F,1.575,1.225,0.3625,32.638042,14.21727425,7.75358825,8.6465975,10.0
6683,M,1.475,1.125,0.35,26.69105425,12.0485375,5.79747275,7.087375,13.0
6684,I,1.325,1.0375,0.325,19.17843675,9.08601475,4.09650275,4.819415,11.0
6685,M,1.5875,1.2125,0.4375,33.8776525,14.6566915,7.2858215,10.489315,10.0
6686,M,1.7125,1.3,0.45,41.7588135,17.61921425,9.17106325,12.45960525,10.0
6687,F,1.5,1.2375,0.425,37.42134,14.13222575,7.52679225,13.60776,13.0
6688,M,1.4125,1.15,0.3875,28.973189,11.793392,6.10931725,6.80388,8.0
6689,F,1.675,1.3375,0.425,45.7277435,17.860185,9.22776225,14.74174,27.0
6690,M,1.7375,1.3875,0.575,61.6034635,26.97454925,13.38271825,22.60872625,14.0
6691,M,1.1375,0.875,0.3,14.04717725,7.49844275,2.99087225,4.6776675,9.0
6692,M,1.6,1.3125,0.4125,33.5374585,14.69921575,6.917278,9.63883,19.0
6693,I,1.425,1.125,0.3375,22.92057075,10.77281,5.1879585,6.3786375,9.0
6694,M,1.65,1.3125,0.4375,35.05415675,14.84096325,5.4714535,11.90679,13.0
6695,I,0.5625,0.4125,0.1,1.71514475,0.7654365,0.35436875,0.56699,5.0
6696,F,1.3125,1.0,0.3125,17.95940825,6.577084,4.23825025,6.6621325,10.0
6697,F,1.2875,0.9875,0.35,18.71067,5.839997,4.252425,7.1157245,12.0
6698,I,1.15,0.9375,0.3125,15.49300175,6.4920355,3.58621175,5.5281525,8.0
6699,M,1.25,0.95,0.3125,16.0174675,9.56795625,3.3735905,4.35164825,8.0
6700,I,1.4375,1.125,0.45,26.23746225,10.19164525,7.200773,8.3631025,12.0
6701,M,1.525,1.1625,0.35,28.236102,13.9196045,6.406987,8.0796075,9.0
6702,I,1.2125,0.975,0.3125,18.6256215,8.3064035,3.58621175,4.40834725,8.0
6703,M,1.4625,1.1625,0.375,30.91512975,13.947954,5.68407475,10.0640725,10.0
6704,I,1.5625,1.225,0.375,33.52328375,14.84096325,6.3219385,9.355335,10.0
6705,I,1.4,1.075,0.375,22.80717275,9.42620875,5.62737575,7.030676,11.0
6706,F,1.525,1.2125,0.4125,35.777069,14.10387625,6.56290925,11.623295,17.0
6707,F,1.6125,1.225,0.4,32.89959475,14.92601175,7.3992195,8.3631025,11.0
6708,F,1.4875,1.2,0.35,27.68328675,13.73533275,5.76912325,7.01650125,10.0
6709,F,1.6125,1.2625,0.475,35.4652245,13.2959155,7.52679225,11.72251825,19.0
6710,I,1.0125,0.75,0.25,8.71747125,3.98310475,1.6159215,2.211261,7.0
6711,F,1.55,1.225,0.375,31.2694985,13.9196045,6.30776375,9.63883,9.0
6712,M,1.4625,1.15,0.4,29.44095575,13.96212875,6.08096775,8.221355,11.0
6713,M,1.425,1.075,0.425,28.50542225,11.8784405,6.56290925,9.2135875,11.0
6714,I,1.2125,0.95,0.2875,17.53416575,8.5898985,3.8271825,5.2446575,10.0
6715,M,1.1625,0.875,0.325,14.69921575,6.2652395,3.4869885,3.61456125,7.0
6716,I,1.2125,0.9125,0.3125,15.77649675,6.0951425,3.72795925,4.77689075,8.0
6717,M,1.7625,1.375,0.45,47.230267,19.220961,10.2341695,12.6155275,11.0
6718,M,1.5875,1.2375,0.4,37.37881575,17.59086475,8.278054,9.4970825,9.0
6719,F,1.3125,1.0,0.375,21.64484325,9.808927,5.2446575,6.520385,9.0
6720,I,1.4,1.0125,0.3125,24.59319125,12.190285,5.34388075,5.386405,8.0
6721,M,1.125,0.875,0.35,14.81261375,6.13766675,3.07592075,4.53592,10.0
6722,M,1.5,1.15,0.425,40.83745475,19.6462035,6.36446275,9.4970825,11.0
6723,F,1.4,1.1375,0.4125,26.7902775,10.0640725,5.68407475,7.93786,13.0
6724,M,1.5875,1.225,0.3875,34.45881725,15.77649675,7.6827145,8.0796075,9.0
6725,M,1.3,1.0125,0.325,21.885814,8.63242275,4.4508715,7.37087,9.0
6726,I,0.9375,0.725,0.2375,7.95203475,3.231843,1.63009625,1.8427175,7.0
6727,M,1.5875,1.25,0.4125,32.545226,15.29455525,6.066793,8.6465975,10.0
6728,I,0.7875,0.575,0.1875,3.64291075,1.4458245,1.00640725,1.13398,6.0
6729,F,1.4125,1.0875,0.325,20.41164,9.79475225,4.97533725,5.0178615,9.0
6730,I,1.2,0.95,0.3125,14.69921575,5.91087075,2.9766975,4.1673765,9.0
6731,F,1.5625,1.1875,0.3875,27.54153925,9.19941275,5.40057975,8.50485,14.0
6732,F,1.7625,1.4,0.4625,49.384829,23.17571625,10.035723,12.8990225,10.0
6733,M,1.6125,1.2125,0.4,38.3001745,19.20678625,8.561549,8.788345,9.0
6734,F,1.4375,1.2,0.425,32.10580875,13.834556,5.6699,9.7805775,8.0
6735,I,0.925,0.6875,0.2125,6.10931725,2.84912475,1.20485375,1.8427175,7.0
6736,I,1.1,0.8625,0.2625,11.35397475,4.29494925,2.551455,3.30271675,7.0
6737,M,1.45,1.15,0.4125,27.442316,12.94154675,6.80388,7.5126175,9.0
6738,M,1.675,1.275,0.4375,40.78075575,18.58309725,9.76640275,11.01378075,10.0
6739,F,1.675,1.3125,0.5,42.354153,20.1564945,8.57572375,11.3398,10.0
6740,I,1.05,0.8125,0.2625,10.9145575,4.9044635,2.08368825,3.118445,9.0
6741,F,1.575,1.2,0.4375,31.22697425,11.18387775,6.4353365,8.9300925,16.0
6742,M,1.2,0.9375,0.275,14.81261375,6.76135575,2.90582375,4.252425,9.0
6743,M,1.4875,1.075,0.3875,30.14969325,14.8267885,7.597666,6.9456275,11.0
6744,M,1.375,1.0625,0.4,24.9192105,8.278054,6.2652395,9.07184,14.0
6745,I,1.2125,0.8875,0.3,14.5999925,6.350288,3.572037,4.9611625,8.0
6746,I,1.025,0.8125,0.25,10.149121,4.7910655,1.80019325,2.9766975,6.0
6747,F,1.5125,1.2625,0.4125,28.576296,11.963489,6.56290925,9.2135875,9.0
6748,M,1.7375,1.425,0.45,55.46579675,20.19901875,11.29727575,16.31513725,14.0
6749,M,1.4125,1.1,0.325,24.62154075,11.5382465,6.1518415,6.23689,9.0
6750,M,0.925,0.675,0.2125,5.6699,2.56562975,1.65844575,1.984465,12.0
6751,M,1.425,1.1125,0.4125,24.834162,10.6310625,4.74854125,7.2291225,16.0
6752,I,1.35,0.975,0.3,15.195332,6.3219385,3.7137845,5.5281525,9.0
6753,I,0.8,0.6125,0.2,4.7910655,1.91359125,0.92135875,1.70097,7.0
6754,I,0.9,0.675,0.225,5.8116475,2.1262125,1.00640725,1.984465,8.0
6755,F,1.675,1.2625,0.475,41.00755175,16.08834125,9.015141,11.3681495,10.0
6756,F,1.95,1.425,0.4875,75.3246215,42.184056,14.13222575,17.690088,13.0
6757,F,1.4875,1.175,0.375,28.066005,13.11164375,5.5281525,8.334753,11.0
6758,F,1.6125,1.25,0.475,40.69570725,18.5122235,6.87475375,12.757275,14.0
6759,I,1.2125,0.925,0.25,12.984071,5.82582225,2.5231055,3.96893,7.0
6760,M,1.675,1.2875,0.4625,39.70347475,18.540573,9.25611175,11.056305,11.0
6761,M,1.175,0.9875,0.275,18.80989325,8.66077225,3.6003865,5.216308,9.0
6762,I,1.0,0.8125,0.25,8.901743,3.9405805,1.6159215,2.83495,7.0
6763,F,1.25,0.9625,0.35,17.7751365,8.09378225,3.75630875,4.66349275,9.0
6764,I,0.9,0.675,0.225,5.556502,2.2963095,1.1623295,1.65844575,6.0
6765,I,0.8125,0.6,0.2125,4.97533725,2.2963095,0.89300925,1.5025235,7.0
6766,I,1.0875,0.875,0.3,11.55242125,5.88252125,2.65067825,3.685435,8.0
6767,F,1.375,1.125,0.375,24.323871,12.0485375,5.159609,6.6621325,9.0
6768,M,1.25,0.95,0.3125,19.09338825,9.68135425,4.09650275,5.10291,7.0
6769,F,1.4625,1.1625,0.4,26.988724,12.94154675,6.246984,7.5126175,8.0
6770,I,1.0375,0.7875,0.25,9.4970825,4.49339575,1.8427175,2.6932025,8.0
6771,M,1.5625,1.2125,0.325,32.41765325,16.57028275,6.406987,7.1157245,9.0
6772,F,1.5,1.1875,0.4125,29.24250925,11.4248485,6.066793,8.20718025,16.0
6773,I,1.3,1.0,0.3375,16.51358375,6.7188315,4.43669675,5.953395,8.0
6774,M,1.5125,1.1625,0.375,31.6096925,15.80484625,7.41339425,7.7961125,10.0
6775,F,1.625,1.2375,0.4125,35.096681,15.422128,7.087375,8.788345,9.0
6776,I,0.95,0.725,0.2375,7.95203475,3.231843,1.63009625,2.83495,6.0
6777,F,1.45,1.125,0.3375,31.18445,15.762322,6.30776375,7.5126175,10.0
6778,F,1.4875,1.15,0.35,26.08154,10.8011595,5.42892925,7.37087,10.0
6779,M,1.3125,1.0,0.3125,22.5378525,7.5126175,6.2652395,5.8116475,14.0
6780,M,1.6125,1.275,0.475,44.38114225,19.03668925,7.824462,11.623295,14.0
6781,I,1.15,0.8625,0.225,11.7650425,5.68407475,2.4664065,2.9766975,7.0
6782,F,1.6125,1.2625,0.425,31.56716825,14.47241975,7.72523875,8.77417025,13.0
6783,M,1.4125,1.1375,0.3375,27.91008275,12.48795475,5.6982495,7.654365,11.0
6784,M,0.6625,0.5,0.175,2.99087225,12.020188,0.77961125,0.850485,5.0
6785,M,1.6125,1.225,0.425,42.013959,18.200379,9.53960675,8.221355,12.0
6786,I,0.5875,0.475,0.1375,1.474174,0.623689,0.510291,0.4252425,5.0
6787,M,1.2125,0.9375,0.3,15.4504775,6.4920355,3.40194,4.819415,9.0
6788,I,1.1,0.8,0.2375,11.77921725,5.443104,2.11203775,2.83495,7.0
6789,M,1.55,1.2,0.45,34.246196,13.5227115,9.1568885,11.056305,14.0
6790,M,1.425,1.0625,0.375,24.720764,12.417081,5.62737575,6.23689,8.0
6791,I,1.175,0.925,0.3,13.664459,5.443104,2.99087225,3.8271825,8.0
6792,M,1.7,1.35,0.45,43.318036,14.3164975,10.56018875,11.3398,13.0
6793,F,1.5625,1.225,0.4125,35.81959325,14.92601175,8.0229085,9.19941275,12.0
6794,I,0.4375,0.325,0.1,0.89300925,0.3118445,0.18427175,0.283495,4.0
6795,M,1.4875,1.1875,0.4125,29.9654215,13.7495075,6.42116175,8.6465975,10.0
6796,I,1.025,0.7625,0.225,8.901743,3.47281375,1.97029025,2.551455,6.0
6797,I,0.4375,0.325,0.0,0.66621325,0.2551455,0.226796,0.2551455,3.0
6798,F,1.525,1.25,0.4125,31.808139,11.63746975,7.58349125,10.489315,11.0
6799,M,1.3,1.0125,0.325,22.4244545,7.93786,4.89028875,7.087375,10.0
6800,I,0.925,0.7,0.2375,7.6827145,2.9766975,1.70097,2.26796,6.0
6801,F,1.45,1.125,0.4,26.251637,11.4815475,4.63514325,8.221355,9.0
6802,M,1.1,0.8875,0.275,12.51630425,5.6699,2.8066005,3.96893,8.0
6803,F,1.4875,1.175,0.4,33.26813825,13.5794105,6.98815175,9.7805775,13.0
6804,F,1.4125,1.1125,0.375,23.88445375,10.489315,4.32329875,6.9456275,12.0
6805,M,1.5625,1.2125,0.45,35.9755155,17.7184375,8.5331995,8.6465975,10.0
6806,M,1.425,1.125,0.375,31.808139,13.99047825,7.27164675,7.7961125,10.0
6807,F,1.625,1.2875,0.4375,39.02308675,20.00057225,8.8166945,9.4970825,10.0
6808,M,1.475,1.1625,0.3375,31.18445,10.81533425,6.7755305,10.489315,14.0
6809,I,1.0,0.8125,0.25,10.73028575,4.422522,2.041164,2.9766975,8.0
6810,M,1.475,1.1625,0.3,29.653577,14.628342,6.633783,7.5126175,8.0
6811,F,1.4875,1.15,0.4125,28.36367475,12.587178,5.8116475,9.355335,10.0
6812,F,1.4,1.075,0.3375,20.751834,8.77417025,5.11708475,6.23689,9.0
6813,I,0.5125,0.375,0.1625,1.20485375,0.38271825,0.1417475,0.283495,4.0
6814,I,0.9375,0.7125,0.225,8.50485,3.3735905,1.63009625,2.551455,6.0
6815,I,0.4375,0.3,0.1125,0.963883,0.340194,0.21262125,0.283495,6.0
6816,I,1.6,1.2125,0.4,32.44600275,12.79979925,6.95980225,10.0640725,15.0
6817,M,1.5125,1.175,0.3625,31.638042,14.38737125,6.3219385,8.9300925,10.0
6818,I,1.3,1.0,0.3125,20.184844,9.87980075,4.9044635,6.23689,8.0
